Unprojected (Latitude/Longitude)|Unprojected (Latitude/Longitude)|+proj=longlat +ellps=WGS84 +no_defs|GEOGCS["WGS 84",DATUM["unknown",SPHEROID["WGS84",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]]|GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]]|
State Plane - 1927|Puerto Rico and Virgin Islands, Zone 1|+proj=lcc +ellps=clrk66 +lon_0=-66.43333333333 +lat_0=17.83333333333 +lat_1=18.03333333333 +lat_2=18.43333333333 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",18.03333333333],PARAMETER["standard_parallel_2",18.43333333333],PARAMETER["latitude_of_origin",17.83333333333],PARAMETER["central_meridian",-66.43333333333],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",18.03333333333],PARAMETER["standard_parallel_2",18.43333333333],PARAMETER["latitude_of_origin",17.83333333333],PARAMETER["central_meridian",-66.43333333333],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Georgia, East|+proj=tmerc +ellps=clrk66 +lon_0=-82.16666666666 +lat_0=30 +k=0.99990000000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-82.16666666666001],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-82.16666666666001],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Washington, North|+proj=lcc +ellps=clrk66 +lon_0=-120.833333333333 +lat_0=46 +lat_1=47.5 +lat_2=48.73333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.5],PARAMETER["standard_parallel_2",48.73333333333],PARAMETER["latitude_of_origin",46],PARAMETER["central_meridian",-120.833333333333],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.5],PARAMETER["standard_parallel_2",48.73333333333],PARAMETER["latitude_of_origin",46],PARAMETER["central_meridian",-120.833333333333],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Massachusetts, Mainland|+proj=lcc +ellps=clrk66 +lon_0=-71.5 +lat_0=40 +lat_1=41.7166666666666 +lat_2=42.683333333333 +x_0=182880.36576073153992 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",41.7166666666666],PARAMETER["standard_parallel_2",42.683333333333],PARAMETER["latitude_of_origin",40],PARAMETER["central_meridian",-71.5],PARAMETER["false_easting",182880.3657607315],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",41.7166666666666],PARAMETER["standard_parallel_2",42.683333333333],PARAMETER["latitude_of_origin",40],PARAMETER["central_meridian",-71.5],PARAMETER["false_easting",182880.3657607315],PARAMETER["false_northing",0]]|
State Plane - 1927|Arizona, West|+proj=tmerc +ellps=clrk66 +lon_0=-113.75 +lat_0=30 +k=0.99993333333333 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-113.75],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-113.75],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Wisconsin, Central|+proj=lcc +ellps=clrk66 +lon_0=-90 +lat_0=43.83333333333 +lat_1=44.25 +lat_2=45.5 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.25],PARAMETER["standard_parallel_2",45.5],PARAMETER["latitude_of_origin",43.83333333333],PARAMETER["central_meridian",-90],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.25],PARAMETER["standard_parallel_2",45.5],PARAMETER["latitude_of_origin",43.83333333333],PARAMETER["central_meridian",-90],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|California, Zone II|+proj=lcc +ellps=clrk66 +lon_0=-122 +lat_0=37.6666666666 +lat_1=38.3333333333 +lat_2=39.83333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.3333333333],PARAMETER["standard_parallel_2",39.83333333333],PARAMETER["latitude_of_origin",37.6666666666],PARAMETER["central_meridian",-122],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.3333333333],PARAMETER["standard_parallel_2",39.83333333333],PARAMETER["latitude_of_origin",37.6666666666],PARAMETER["central_meridian",-122],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|North Dakota, South|+proj=lcc +ellps=clrk66 +lon_0=-100.5 +lat_0=45.6666666666 +lat_1=46.183333333333 +lat_2=47.4833333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",46.183333333333],PARAMETER["standard_parallel_2",47.4833333333333],PARAMETER["latitude_of_origin",45.6666666666],PARAMETER["central_meridian",-100.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",46.183333333333],PARAMETER["standard_parallel_2",47.4833333333333],PARAMETER["latitude_of_origin",45.6666666666],PARAMETER["central_meridian",-100.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Idaho, East|+proj=tmerc +ellps=clrk66 +lon_0=-112.16666666666 +lat_0=41.6666666666 +k=0.99994736842105 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.6666666666],PARAMETER["central_meridian",-112.16666666666],PARAMETER["scale_factor",0.99994736842105],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.6666666666],PARAMETER["central_meridian",-112.16666666666],PARAMETER["scale_factor",0.99994736842105],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Oklahoma, South|+proj=lcc +ellps=clrk66 +lon_0=-97 +lat_0=33.3333333333 +lat_1=33.93333333333 +lat_2=35.23333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",33.93333333333],PARAMETER["standard_parallel_2",35.23333333333],PARAMETER["latitude_of_origin",33.3333333333],PARAMETER["central_meridian",-97],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",33.93333333333],PARAMETER["standard_parallel_2",35.23333333333],PARAMETER["latitude_of_origin",33.3333333333],PARAMETER["central_meridian",-97],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|New Mexico, East|+proj=tmerc +ellps=clrk66 +lon_0=-104.3333333333 +lat_0=30 +k=0.99990909090909 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-104.3333333333],PARAMETER["scale_factor",0.99990909090909],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-104.3333333333],PARAMETER["scale_factor",0.99990909090909],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Alaska, Zone 10|+proj=lcc +ellps=clrk66 +lon_0=-176 +lat_0=51 +lat_1=51.83333333333 +lat_2=53.83333333333 +x_0=914401.82880365767051 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",51.83333333333],PARAMETER["standard_parallel_2",53.83333333333],PARAMETER["latitude_of_origin",51],PARAMETER["central_meridian",-176],PARAMETER["false_easting",914401.8288036577],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",51.83333333333],PARAMETER["standard_parallel_2",53.83333333333],PARAMETER["latitude_of_origin",51],PARAMETER["central_meridian",-176],PARAMETER["false_easting",914401.8288036577],PARAMETER["false_northing",0]]|
State Plane - 1927|Michigan (old), West|+proj=tmerc +ellps=b=6356813.9078 +lon_0=-88.75 +lat_0=41.5 +k=0.99990909090909 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["unnamed ellipse",DATUM["unknown",SPHEROID["unnamed",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.5],PARAMETER["central_meridian",-88.75],PARAMETER["scale_factor",0.99990909090909],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["unnamed ellipse",DATUM["unknown",SPHEROID["unnamed",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.5],PARAMETER["central_meridian",-88.75],PARAMETER["scale_factor",0.99990909090909],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Montana, Central|+proj=lcc +ellps=clrk66 +lon_0=-109.5 +lat_0=45.83333333333 +lat_1=46.45 +lat_2=47.883333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",46.45],PARAMETER["standard_parallel_2",47.883333333333],PARAMETER["latitude_of_origin",45.83333333333],PARAMETER["central_meridian",-109.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",46.45],PARAMETER["standard_parallel_2",47.883333333333],PARAMETER["latitude_of_origin",45.83333333333],PARAMETER["central_meridian",-109.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Oklahoma, North|+proj=lcc +ellps=clrk66 +lon_0=-97 +lat_0=35 +lat_1=35.56666666666 +lat_2=36.76666666666 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",35.56666666666],PARAMETER["standard_parallel_2",36.76666666666],PARAMETER["latitude_of_origin",35],PARAMETER["central_meridian",-97],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",35.56666666666],PARAMETER["standard_parallel_2",36.76666666666],PARAMETER["latitude_of_origin",35],PARAMETER["central_meridian",-97],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Illinois, East|+proj=tmerc +ellps=clrk66 +lon_0=-88.3333333333 +lat_0=36.6666666666 +k=0.99997500000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",36.6666666666],PARAMETER["central_meridian",-88.3333333333],PARAMETER["scale_factor",0.999975],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",36.6666666666],PARAMETER["central_meridian",-88.3333333333],PARAMETER["scale_factor",0.999975],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Minnesota, North|+proj=lcc +ellps=clrk66 +lon_0=-93.1 +lat_0=46.4 +lat_1=47.03333333333 +lat_2=48.63333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.03333333333],PARAMETER["standard_parallel_2",48.63333333333],PARAMETER["latitude_of_origin",46.4],PARAMETER["central_meridian",-93.1],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.03333333333],PARAMETER["standard_parallel_2",48.63333333333],PARAMETER["latitude_of_origin",46.4],PARAMETER["central_meridian",-93.1],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Wisconsin, South|+proj=lcc +ellps=clrk66 +lon_0=-90 +lat_0=42 +lat_1=42.73333333333 +lat_2=44.06666666666 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",42.73333333333],PARAMETER["standard_parallel_2",44.06666666666],PARAMETER["latitude_of_origin",42],PARAMETER["central_meridian",-90],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",42.73333333333],PARAMETER["standard_parallel_2",44.06666666666],PARAMETER["latitude_of_origin",42],PARAMETER["central_meridian",-90],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Iowa, South|+proj=lcc +ellps=clrk66 +lon_0=-93.5 +lat_0=39 +lat_1=40.616666666666 +lat_2=41.783333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.616666666666],PARAMETER["standard_parallel_2",41.783333333333],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-93.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.616666666666],PARAMETER["standard_parallel_2",41.783333333333],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-93.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Indiana, West|+proj=tmerc +ellps=clrk66 +lon_0=-87.083333333333 +lat_0=37.4 +k=0.99996666666667 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",37.4],PARAMETER["central_meridian",-87.083333333333],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",37.4],PARAMETER["central_meridian",-87.083333333333],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Hawaii, Zone 4|+proj=tmerc +ellps=clrk66 +lon_0=-159.5 +lat_0=21.83333333333 +k=0.99999000000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",21.83333333333],PARAMETER["central_meridian",-159.5],PARAMETER["scale_factor",0.99999],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",21.83333333333],PARAMETER["central_meridian",-159.5],PARAMETER["scale_factor",0.99999],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
